domain,date,records
Condition era,1996-10-01T00:00:00Z,0.02
Condition era,1996-11-01T00:00:00Z,0.02
Condition era,1996-12-01T00:00:00Z,0.02
Condition era,1997-06-01T00:00:00Z,0.04
Condition era,1997-07-01T00:00:00Z,0.02
Condition era,1997-09-01T00:00:00Z,0.02
Condition era,1997-10-01T00:00:00Z,0.03
Condition era,1997-11-01T00:00:00Z,0.02
Condition era,1998-04-01T00:00:00Z,0.08
Condition era,1998-07-01T00:00:00Z,0.03
Condition era,1998-09-01T00:00:00Z,0.02
Condition era,1998-10-01T00:00:00Z,0.05
Condition era,1998-11-01T00:00:00Z,0.05
Condition era,1998-12-01T00:00:00Z,0.03
Condition era,1999-04-01T00:00:00Z,0.02
Condition era,1999-05-01T00:00:00Z,0.03
Condition era,1999-06-01T00:00:00Z,0.03
Condition era,1999-10-01T00:00:00Z,0.02
Condition era,2000-06-01T00:00:00Z,0.03
Condition era,2000-09-01T00:00:00Z,0.02
Condition era,2000-12-01T00:00:00Z,0.02
Condition era,2001-01-01T00:00:00Z,0.03
Condition era,2001-04-01T00:00:00Z,0.02
Condition era,2001-05-01T00:00:00Z,0.06
Condition era,2001-06-01T00:00:00Z,0.03
Condition era,2001-07-01T00:00:00Z,0.03
Condition era,2001-08-01T00:00:00Z,0.05
Condition era,2001-10-01T00:00:00Z,0.02
Condition era,2002-01-01T00:00:00Z,0.02
Condition era,2002-03-01T00:00:00Z,0.03
Condition era,2002-04-01T00:00:00Z,0.02
Condition era,2002-05-01T00:00:00Z,0.03
Condition era,2002-07-01T00:00:00Z,0.05
Condition era,2002-08-01T00:00:00Z,0.02
Condition era,2002-09-01T00:00:00Z,0.02
Condition era,2002-10-01T00:00:00Z,0.02
Condition era,2002-12-01T00:00:00Z,0.03
Condition era,2003-01-01T00:00:00Z,0.03
Condition era,2003-02-01T00:00:00Z,0.05
Condition era,2003-04-01T00:00:00Z,0.06
Condition era,2003-05-01T00:00:00Z,0.08
Condition era,2003-06-01T00:00:00Z,0.05
Condition era,2003-07-01T00:00:00Z,0.02
Condition era,2003-08-01T00:00:00Z,0.05
Condition era,2004-01-01T00:00:00Z,0.01
Condition era,2004-11-01T00:00:00Z,0.01
Condition era,2004-12-01T00:00:00Z,0.03
Condition era,2005-01-01T00:00:00Z,0.1
Condition era,2005-02-01T00:00:00Z,0.04
Condition era,2005-03-01T00:00:00Z,0.03
Condition era,2005-04-01T00:00:00Z,0.03
Condition era,2005-05-01T00:00:00Z,0.04
Condition era,2005-06-01T00:00:00Z,0.1
Condition era,2005-07-01T00:00:00Z,0.04
Condition era,2005-08-01T00:00:00Z,0.09
Condition era,2005-09-01T00:00:00Z,0.07
Condition era,2005-10-01T00:00:00Z,0.12
Condition era,2005-11-01T00:00:00Z,0.08
Condition era,2005-12-01T00:00:00Z,0.04
Condition era,2006-01-01T00:00:00Z,0.05
Condition era,2006-02-01T00:00:00Z,0.09
Condition era,2006-03-01T00:00:00Z,0.09
Condition era,2006-04-01T00:00:00Z,0.06
Condition era,2006-05-01T00:00:00Z,0.04
Condition era,2006-06-01T00:00:00Z,0.09
Condition era,2006-07-01T00:00:00Z,0.07
Condition era,2006-08-01T00:00:00Z,0.06
Condition era,2006-09-01T00:00:00Z,0.05
Condition era,2006-10-01T00:00:00Z,0.06
Condition era,2006-11-01T00:00:00Z,0.04
Condition era,2006-12-01T00:00:00Z,0.09
Condition era,2007-01-01T00:00:00Z,0.05
Condition era,2007-02-01T00:00:00Z,0.07
Condition era,2007-03-01T00:00:00Z,0.04
Condition era,2007-04-01T00:00:00Z,0.04
Condition era,2007-05-01T00:00:00Z,0.02
Condition era,2007-06-01T00:00:00Z,0.14
Condition era,2007-07-01T00:00:00Z,0.07
Condition era,2007-08-01T00:00:00Z,0.11
Condition era,2007-09-01T00:00:00Z,0.11
Condition era,2007-10-01T00:00:00Z,0.12
Condition era,2007-11-01T00:00:00Z,0.08
Condition era,2007-12-01T00:00:00Z,0.04
Condition era,2008-01-01T00:00:00Z,0.12
Condition era,2008-02-01T00:00:00Z,0.08
Condition era,2008-03-01T00:00:00Z,0.04
Condition era,2008-04-01T00:00:00Z,0.05
Condition era,2008-05-01T00:00:00Z,0.08
Condition era,2008-06-01T00:00:00Z,0.09
Condition era,2008-07-01T00:00:00Z,0.07
Condition era,2008-08-01T00:00:00Z,0.06
Condition era,2008-09-01T00:00:00Z,0.07
Condition era,2008-10-01T00:00:00Z,0.03
Condition era,2008-11-01T00:00:00Z,0.03
Condition era,2008-12-01T00:00:00Z,0.05
Condition era,2009-01-01T00:00:00Z,0.11
Condition era,2009-02-01T00:00:00Z,0.05
Condition era,2009-03-01T00:00:00Z,0.05
Condition era,2009-04-01T00:00:00Z,0.02
Condition era,2009-05-01T00:00:00Z,0.08
Condition era,2009-06-01T00:00:00Z,0.06
Condition era,2009-07-01T00:00:00Z,0.08
Condition era,2009-08-01T00:00:00Z,0.08
Condition era,2009-09-01T00:00:00Z,0.15
Condition era,2009-10-01T00:00:00Z,0.02
Condition era,2009-11-01T00:00:00Z,0.02
Condition era,2009-12-01T00:00:00Z,0.02
Condition era,2010-01-01T00:00:00Z,0.01
Condition era,2010-02-01T00:00:00Z,0.08
Condition era,2010-03-01T00:00:00Z,0.08
Condition era,2010-04-01T00:00:00Z,0.13
Condition era,2010-05-01T00:00:00Z,0.05
Condition era,2010-06-01T00:00:00Z,0.07
Condition era,2010-07-01T00:00:00Z,0.1
Condition era,2010-08-01T00:00:00Z,0.06
Condition era,2010-09-01T00:00:00Z,0.03
Condition era,2010-10-01T00:00:00Z,0.08
Condition era,2010-11-01T00:00:00Z,0.11
Condition era,2010-12-01T00:00:00Z,0.17
Condition era,2011-01-01T00:00:00Z,0.02
Condition era,2011-02-01T00:00:00Z,0.08
Condition era,2011-03-01T00:00:00Z,0.03
Condition era,2011-04-01T00:00:00Z,0.09
Condition era,2011-05-01T00:00:00Z,0.11
Condition era,2011-06-01T00:00:00Z,0.09
Condition era,2011-07-01T00:00:00Z,0.07
Condition era,2011-08-01T00:00:00Z,0.09
Condition era,2011-09-01T00:00:00Z,0.1
Condition era,2011-10-01T00:00:00Z,0.09
Condition era,2011-11-01T00:00:00Z,0.06
Condition era,2011-12-01T00:00:00Z,0.08
Condition era,2012-01-01T00:00:00Z,0.11
Condition era,2012-02-01T00:00:00Z,0.09
Condition era,2012-03-01T00:00:00Z,0.13
Condition era,2012-04-01T00:00:00Z,0.03
Condition era,2012-05-01T00:00:00Z,0.09
Condition era,2012-06-01T00:00:00Z,0.1
Condition era,2012-07-01T00:00:00Z,0.07
Condition era,2012-08-01T00:00:00Z,0.16
Condition era,2012-09-01T00:00:00Z,0.08
Condition era,2012-10-01T00:00:00Z,0.11
Condition era,2012-11-01T00:00:00Z,0.07
Condition era,2012-12-01T00:00:00Z,0.1
Condition era,2013-01-01T00:00:00Z,0.1
Condition era,2013-02-01T00:00:00Z,0.12
Condition era,2013-03-01T00:00:00Z,0.06
Condition era,2013-04-01T00:00:00Z,0.06
Condition era,2013-05-01T00:00:00Z,0.1
Condition era,2013-06-01T00:00:00Z,0.07
Condition era,2013-07-01T00:00:00Z,0.04
Condition era,2013-08-01T00:00:00Z,0.11
Condition era,2013-09-01T00:00:00Z,0.09
Condition era,2013-10-01T00:00:00Z,0.11
Condition era,2013-11-01T00:00:00Z,0.09
Condition era,2013-12-01T00:00:00Z,0.09
Condition era,2014-01-01T00:00:00Z,0.16
Condition era,2014-02-01T00:00:00Z,0.49
Condition era,2014-03-01T00:00:00Z,0.07
Condition era,2014-04-01T00:00:00Z,0.06
Condition era,2014-05-01T00:00:00Z,0.08
Condition era,2014-06-01T00:00:00Z,0.1
Condition era,2014-07-01T00:00:00Z,0.05
Condition era,2014-08-01T00:00:00Z,0.02
Condition era,2014-09-01T00:00:00Z,0.08
Condition era,2014-10-01T00:00:00Z,0.07
Condition era,2014-11-01T00:00:00Z,0.04
Condition era,2014-12-01T00:00:00Z,0.05
Condition era,2015-01-01T00:00:00Z,0.04
Condition era,2015-02-01T00:00:00Z,0.11
Condition era,2015-03-01T00:00:00Z,0.08
Condition era,2015-04-01T00:00:00Z,0.03
Condition era,2015-05-01T00:00:00Z,0.09
Condition era,2015-06-01T00:00:00Z,0.1
Condition era,2015-07-01T00:00:00Z,0.05
Condition era,2015-08-01T00:00:00Z,0.02
Condition era,2015-09-01T00:00:00Z,0.04
Condition era,2015-10-01T00:00:00Z,0.11
Condition era,2015-11-01T00:00:00Z,0.11
Condition era,2015-12-01T00:00:00Z,0.1
Condition era,2016-01-01T00:00:00Z,0.05
Condition era,2016-02-01T00:00:00Z,0.12
Condition era,2016-03-01T00:00:00Z,0.07
Condition era,2016-04-01T00:00:00Z,0.09
Condition era,2016-05-01T00:00:00Z,0.09
Condition era,2016-06-01T00:00:00Z,0.12
Condition era,2016-07-01T00:00:00Z,0.1
Condition era,2016-08-01T00:00:00Z,0.11
Condition era,2016-09-01T00:00:00Z,0.1
Condition era,2016-10-01T00:00:00Z,0.04
Condition era,2016-11-01T00:00:00Z,0.12
Condition era,2016-12-01T00:00:00Z,0.08
Condition era,2017-01-01T00:00:00Z,0.09
Condition era,2017-02-01T00:00:00Z,0.02
Condition era,2017-03-01T00:00:00Z,0.13
Condition era,2017-04-01T00:00:00Z,0.09
Condition era,2017-05-01T00:00:00Z,0.1
Condition era,2017-06-01T00:00:00Z,0.08
Condition era,2017-07-01T00:00:00Z,0.08
Condition era,2017-08-01T00:00:00Z,0.12
Condition era,2017-09-01T00:00:00Z,0.07
Condition era,2017-10-01T00:00:00Z,0.11
Condition era,2017-11-01T00:00:00Z,0.08
Condition era,2017-12-01T00:00:00Z,0.05
Condition era,2018-01-01T00:00:00Z,0.14
Condition era,2018-02-01T00:00:00Z,0.08
Condition era,2018-03-01T00:00:00Z,0.05
Condition era,2018-04-01T00:00:00Z,0.05
Condition era,2018-05-01T00:00:00Z,0.09
Condition era,2018-06-01T00:00:00Z,0.12
Condition era,2018-07-01T00:00:00Z,0.03
Condition era,2018-08-01T00:00:00Z,0.11
Condition era,2018-09-01T00:00:00Z,0.05
Condition era,2018-10-01T00:00:00Z,0.09
Condition era,2018-11-01T00:00:00Z,0.1
Condition era,2018-12-01T00:00:00Z,0.09
Condition era,2019-01-01T00:00:00Z,0.05
Condition era,2019-02-01T00:00:00Z,0.14
Condition era,2019-03-01T00:00:00Z,0.11
Condition era,2019-04-01T00:00:00Z,0.06
Condition era,2019-05-01T00:00:00Z,0.13
Condition era,2019-06-01T00:00:00Z,0.01
Condition era,2019-07-01T00:00:00Z,0.09
Condition era,2019-08-01T00:00:00Z,0.08
Condition era,2019-09-01T00:00:00Z,0.08
Condition era,2019-10-01T00:00:00Z,0.11
Condition era,2019-11-01T00:00:00Z,0.08
Condition era,2019-12-01T00:00:00Z,0.11
Condition era,2020-01-01T00:00:00Z,0.09
Condition era,2020-02-01T00:00:00Z,0.15
Condition era,2020-03-01T00:00:00Z,0.13
Condition era,2020-04-01T00:00:00Z,0.04
Condition era,2020-05-01T00:00:00Z,0.12
Condition era,2020-06-01T00:00:00Z,0.09
Condition era,2020-07-01T00:00:00Z,0.22
Condition era,2020-08-01T00:00:00Z,0.19
Condition era,2020-09-01T00:00:00Z,0.12
Condition era,2020-10-01T00:00:00Z,0.16
Condition era,2020-11-01T00:00:00Z,0.15
Condition era,2020-12-01T00:00:00Z,0.32
Condition era,2021-01-01T00:00:00Z,0.34
Condition era,2021-02-01T00:00:00Z,0.04
Condition era,2021-03-01T00:00:00Z,0.11
Condition era,2021-04-01T00:00:00Z,0.17
Condition era,2021-05-01T00:00:00Z,0.15
Condition era,2021-06-01T00:00:00Z,0.17
Condition era,2021-07-01T00:00:00Z,0.11
Condition era,2021-08-01T00:00:00Z,0.08
Condition era,2021-09-01T00:00:00Z,0.05
Condition era,2021-10-01T00:00:00Z,0.12
Condition era,2021-11-01T00:00:00Z,0.16
Condition era,2021-12-01T00:00:00Z,0.09
Condition era,2022-01-01T00:00:00Z,0.07
Condition era,2022-02-01T00:00:00Z,0.06
Condition era,2022-03-01T00:00:00Z,0.08
Condition era,2022-04-01T00:00:00Z,0.12
Condition era,2022-05-01T00:00:00Z,0.07
Condition era,2022-06-01T00:00:00Z,0.08
Condition era,2022-07-01T00:00:00Z,0.08
Condition era,2022-08-01T00:00:00Z,0.09
Condition era,2022-09-01T00:00:00Z,0.08
Condition era,2022-10-01T00:00:00Z,0.07
Condition era,2022-11-01T00:00:00Z,0.08
Condition era,2022-12-01T00:00:00Z,0.07
Condition era,2023-01-01T00:00:00Z,0.08
Condition era,2023-02-01T00:00:00Z,0.1
Condition era,2023-03-01T00:00:00Z,0.03
Condition era,2023-04-01T00:00:00Z,0.07
Condition era,2023-05-01T00:00:00Z,0.06
Condition era,2023-06-01T00:00:00Z,0.08
Condition era,2023-07-01T00:00:00Z,0.09
Condition era,2023-08-01T00:00:00Z,0.1
Condition era,2023-09-01T00:00:00Z,0.02
Condition era,2023-10-01T00:00:00Z,0.08
Condition era,2023-11-01T00:00:00Z,0.11
Condition era,2023-12-01T00:00:00Z,0.15
Condition era,2024-01-01T00:00:00Z,0.12
Condition era,2024-02-01T00:00:00Z,0.06
Condition era,2024-03-01T00:00:00Z,0.04
Condition era,2024-04-01T00:00:00Z,0.05
Condition era,2024-05-01T00:00:00Z,0.04
Condition era,2024-06-01T00:00:00Z,0.1
Condition era,2024-07-01T00:00:00Z,0.09
Condition era,2024-08-01T00:00:00Z,0.09
Condition era,2024-09-01T00:00:00Z,0.14
Condition era,2024-10-01T00:00:00Z,0.12
Condition era,2024-11-01T00:00:00Z,0.07
Condition era,2024-12-01T00:00:00Z,0.09
Condition era,2025-01-01T00:00:00Z,0.08
Condition era,2025-02-01T00:00:00Z,0.08
Condition era,2025-03-01T00:00:00Z,0.04
Condition era,2025-04-01T00:00:00Z,0.09
Condition era,2025-05-01T00:00:00Z,0.13
Condition era,2025-06-01T00:00:00Z,0.09
Condition era,2025-07-01T00:00:00Z,0.21
Condition era,2025-08-01T00:00:00Z,0.21
Condition era,2025-09-01T00:00:00Z,0.17
Condition occurrence,1950-01-01T00:00:00Z,1
Condition occurrence,1951-12-01T00:00:00Z,0.5
Condition occurrence,1959-09-01T00:00:00Z,0.17
Condition occurrence,1961-06-01T00:00:00Z,0.17
Condition occurrence,1962-12-01T00:00:00Z,0.14
Condition occurrence,1966-08-01T00:00:00Z,0.09
Condition occurrence,1967-04-01T00:00:00Z,0.09
Condition occurrence,1967-08-01T00:00:00Z,0.08
Condition occurrence,1968-07-01T00:00:00Z,0.08
Condition occurrence,1969-01-01T00:00:00Z,0.08
Condition occurrence,1969-03-01T00:00:00Z,0.13
Condition occurrence,1969-07-01T00:00:00Z,0.07
Condition occurrence,1969-12-01T00:00:00Z,0.06
Condition occurrence,1970-03-01T00:00:00Z,0.19
Condition occurrence,1971-07-01T00:00:00Z,0.06
Condition occurrence,1972-04-01T00:00:00Z,0.06
Condition occurrence,1972-10-01T00:00:00Z,0.06
Condition occurrence,1972-11-01T00:00:00Z,0.06
Condition occurrence,1972-12-01T00:00:00Z,0.11
Condition occurrence,1973-02-01T00:00:00Z,0.06
Condition occurrence,1973-03-01T00:00:00Z,0.06
Condition occurrence,1973-09-01T00:00:00Z,0.06
Condition occurrence,1973-11-01T00:00:00Z,0.06
Condition occurrence,1973-12-01T00:00:00Z,0.05
Condition occurrence,1974-04-01T00:00:00Z,0.05
Condition occurrence,1974-08-01T00:00:00Z,0.2
Condition occurrence,1974-11-01T00:00:00Z,0.05
Condition occurrence,1975-04-01T00:00:00Z,0.1
Condition occurrence,1975-08-01T00:00:00Z,0.05
Condition occurrence,1975-11-01T00:00:00Z,0.05
Condition occurrence,1975-12-01T00:00:00Z,0.09
Condition occurrence,1976-02-01T00:00:00Z,0.04
Condition occurrence,1976-05-01T00:00:00Z,0.04
Condition occurrence,1976-07-01T00:00:00Z,0.04
Condition occurrence,1976-08-01T00:00:00Z,0.12
Condition occurrence,1976-09-01T00:00:00Z,0.04
Condition occurrence,1976-10-01T00:00:00Z,0.04
Condition occurrence,1976-11-01T00:00:00Z,0.04
Condition occurrence,1976-12-01T00:00:00Z,0.04
Condition occurrence,1977-06-01T00:00:00Z,0.04
Condition occurrence,1978-09-01T00:00:00Z,0.07
Condition occurrence,1978-11-01T00:00:00Z,0.04
Condition occurrence,1979-02-01T00:00:00Z,0.04
Condition occurrence,1979-08-01T00:00:00Z,0.04
Condition occurrence,1979-12-01T00:00:00Z,0.03
Condition occurrence,1980-05-01T00:00:00Z,0.03
Condition occurrence,1980-06-01T00:00:00Z,0.07
Condition occurrence,1981-02-01T00:00:00Z,0.03
Condition occurrence,1981-03-01T00:00:00Z,0.03
Condition occurrence,1981-08-01T00:00:00Z,0.03
Condition occurrence,1981-09-01T00:00:00Z,0.03
Condition occurrence,1982-01-01T00:00:00Z,0.03
Condition occurrence,1982-08-01T00:00:00Z,0.03
Condition occurrence,1982-11-01T00:00:00Z,0.03
Condition occurrence,1983-01-01T00:00:00Z,0.03
Condition occurrence,1983-05-01T00:00:00Z,0.03
Condition occurrence,1983-07-01T00:00:00Z,0.03
Condition occurrence,1983-08-01T00:00:00Z,0.05
Condition occurrence,1983-10-01T00:00:00Z,0.03
Condition occurrence,1984-01-01T00:00:00Z,0.03
Condition occurrence,1984-02-01T00:00:00Z,0.08
Condition occurrence,1984-05-01T00:00:00Z,0.08
Condition occurrence,1984-07-01T00:00:00Z,0.08
Condition occurrence,1984-08-01T00:00:00Z,0.03
Condition occurrence,1985-05-01T00:00:00Z,0.03
Condition occurrence,1985-06-01T00:00:00Z,0.03
Condition occurrence,1985-10-01T00:00:00Z,0.03
Condition occurrence,1985-11-01T00:00:00Z,0.03
Condition occurrence,1986-01-01T00:00:00Z,0.05
Condition occurrence,1986-02-01T00:00:00Z,0.03
Condition occurrence,1986-03-01T00:00:00Z,0.03
Condition occurrence,1986-04-01T00:00:00Z,0.03
Condition occurrence,1986-05-01T00:00:00Z,0.03
Condition occurrence,1986-07-01T00:00:00Z,0.05
Condition occurrence,1986-09-01T00:00:00Z,0.03
Condition occurrence,1987-01-01T00:00:00Z,0.03
Condition occurrence,1987-03-01T00:00:00Z,0.03
Condition occurrence,1987-04-01T00:00:00Z,0.03
Condition occurrence,1987-05-01T00:00:00Z,0.03
Condition occurrence,1987-06-01T00:00:00Z,0.03
Condition occurrence,1987-08-01T00:00:00Z,0.03
Condition occurrence,1987-10-01T00:00:00Z,0.03
Condition occurrence,1988-04-01T00:00:00Z,0.03
Condition occurrence,1988-07-01T00:00:00Z,0.03
Condition occurrence,1988-10-01T00:00:00Z,0.03
Condition occurrence,1988-12-01T00:00:00Z,0.02
Condition occurrence,1989-03-01T00:00:00Z,0.03
Condition occurrence,1989-05-01T00:00:00Z,0.05
Condition occurrence,1989-06-01T00:00:00Z,0.05
Condition occurrence,1989-07-01T00:00:00Z,0.03
Condition occurrence,1989-08-01T00:00:00Z,0.05
Condition occurrence,1990-01-01T00:00:00Z,0.02
Condition occurrence,1990-03-01T00:00:00Z,0.12
Condition occurrence,1990-05-01T00:00:00Z,0.02
Condition occurrence,1990-06-01T00:00:00Z,0.07
Condition occurrence,1990-09-01T00:00:00Z,0.02
Condition occurrence,1990-10-01T00:00:00Z,0.05
Condition occurrence,1990-11-01T00:00:00Z,0.02
Condition occurrence,1991-01-01T00:00:00Z,0.05
Condition occurrence,1991-02-01T00:00:00Z,0.02
Condition occurrence,1991-03-01T00:00:00Z,0.02
Condition occurrence,1991-06-01T00:00:00Z,0.05
Condition occurrence,1991-07-01T00:00:00Z,0.02
Condition occurrence,1991-10-01T00:00:00Z,0.09
Condition occurrence,1991-11-01T00:00:00Z,0.02
Condition occurrence,1991-12-01T00:00:00Z,0.06
Condition occurrence,1992-02-01T00:00:00Z,0.02
Condition occurrence,1992-03-01T00:00:00Z,0.04
Condition occurrence,1992-08-01T00:00:00Z,0.02
Condition occurrence,1992-11-01T00:00:00Z,0.06
Condition occurrence,1993-03-01T00:00:00Z,0.06
Condition occurrence,1993-05-01T00:00:00Z,0.02
Condition occurrence,1993-06-01T00:00:00Z,0.04
Condition occurrence,1993-07-01T00:00:00Z,0.04
Condition occurrence,1993-08-01T00:00:00Z,0.02
Condition occurrence,1993-10-01T00:00:00Z,0.02
Condition occurrence,1993-11-01T00:00:00Z,0.02
Condition occurrence,1994-02-01T00:00:00Z,0.02
Condition occurrence,1994-07-01T00:00:00Z,0.02
Condition occurrence,1994-12-01T00:00:00Z,0.04
Condition occurrence,1995-05-01T00:00:00Z,0.02
Condition occurrence,1995-08-01T00:00:00Z,0.02
Condition occurrence,1995-11-01T00:00:00Z,0.02
Condition occurrence,1995-12-01T00:00:00Z,0.04
Condition occurrence,1996-01-01T00:00:00Z,0.04
Condition occurrence,1996-02-01T00:00:00Z,0.02
Condition occurrence,1996-03-01T00:00:00Z,0.09
Condition occurrence,1996-04-01T00:00:00Z,0.02
Condition occurrence,1996-05-01T00:00:00Z,0.02
Condition occurrence,1996-06-01T00:00:00Z,0.02
Condition occurrence,1996-08-01T00:00:00Z,0.02
Condition occurrence,1996-10-01T00:00:00Z,0.02
Condition occurrence,1996-11-01T00:00:00Z,0.02
Condition occurrence,1996-12-01T00:00:00Z,0.02
Condition occurrence,1997-06-01T00:00:00Z,0.04
Condition occurrence,1997-07-01T00:00:00Z,0.02
Condition occurrence,1997-09-01T00:00:00Z,0.02
Condition occurrence,1997-10-01T00:00:00Z,0.03
