CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
4045893,Oral examination,1,0.0092,  1.0,9,9
4079945,Closed reduction of dislocation of temporomandibular joint,1,0.0092,  1.0,9,9
4202451,Fluoroscopy guided percutaneous mechanical thrombectomy of portal vein with contrast,1,0.0092,  1.0,9,9
4146053,Manual pelvic examination,1,0.0092, 20.0,9,1
37164749,Excision of breast,1,0.0092,  1.0,9,10
4337138,Transplant of lung,1,0.0092,  1.0,9,10
1075140,Plain X-ray of mandible,1,0.0092,  1.0,10,10
37016875,Plain X-ray of pelvis,1,0.0092,  1.0,10,10
4063814,Comprehensive interview and evaluation,1,0.0092,  1.0,10,10
4330583,Vasectomy,1,0.0092,  1.0,10,10
4292705,"Posttreatment stabilization, orthodontic device",1,0.0092,  1.0,10,10
4278515,Biopsy of prostate,1,0.0092,  1.0,10,10
42535066,Ultrasonography of bilateral breasts,1,0.0092,  1.0,10,10
4077697,Screening mammography,1,0.0092,  1.0,10,10
4276519,Extraction of wisdom tooth,1,0.0092,  7.0,10,2
4181781,Partial resection of colon,1,0.0092,  1.0,10,10
4324693,Mammography,1,0.0092, 20.0,10,1
4296597,Cardiovascular stress testing,1,0.0092,  1.0,10,10
4047494,Biopsy of breast,1,0.0092,  1.0,10,10
