CONCEPT_ID,CONCEPT_NAME,NUM_PERSONS,PERCENT_PERSONS,RECORDS_PER_PERSON,PERCENT_PERSONS_NTILE,RECORDS_PER_PERSON_NTILE
36305244,Patient Health Questionnaire-9: Modified for Teens total score [Reported.PHQ.Teen],36,0.3303, 4.1,5,4
4298490,Sprain,33,0.3028, 1.1,5,6
36712761,Unhealthy alcohol drinking behavior,28,0.2569, 1.2,5,6
4059650,Risk activity involvement,27,0.2477, 1.2,5,6
4145802,Has a criminal record,26,0.2385, 1.0,5,7
765457,Received certificate of high school equivalency,24,0.2202, 1.0,6,7
1175723,What number best describes how pain has interfered with your enjoyment of life during the past week,19,0.1743, 2.3,6,5
1175797,What number best describes how pain has interfered with your general activity during the past week,19,0.1743, 2.3,6,5
46235652,Pain severity in the past week - 0-10 numeric rating [Reported],19,0.1743, 2.3,6,5
3034263,Pain severity - Reported,15,0.1376, 9.5,6,3
43530807,Allergic disposition,15,0.1376, 1.0,6,7
4022661,Housing problem,13,0.1193, 1.0,6,7
46235367,Emergency severity index [ESI],13,0.1193, 1.0,6,7
40762523,Fall risk total [Morse Fall Scale],13,0.1193, 7.3,6,3
37311060,Suspected COVID-19,13,0.1193, 1.0,7,7
40762524,Fall risk level [Morse Fall Scale],13,0.1193, 7.3,7,4
4168004,Burn injury,12,0.1101, 1.0,7,7
4141789,Transport problem,10,0.0917, 1.0,7,8
4086788,Sterilization requested,10,0.0917, 1.0,7,8
37017222,Lack of access to transportation,10,0.0917, 1.0,7,8
40771960,Cause of death [US Standard Certificate of Death],9,0.0826, 1.0,7,8
4138133,Animal dander,8,0.0734, 1.0,7,8
4224654,Mold,7,0.0642, 1.0,7,8
44784262,Awaiting transplantation of kidney,7,0.0642, 1.0,8,8
4072733,Only received primary school education,7,0.0642, 1.0,8,8
36684363,Tree pollen,6,0.0550, 1.0,8,8
3021987,Procedure Narrative,5,0.0459, 2.0,8,5
4089228,Sputum finding,5,0.0459, 1.0,8,9
4125382,House dust mite,5,0.0459, 1.0,8,9
4117479,Grass pollen,5,0.0459, 1.0,8,9
4223659,Fatigue,5,0.0459, 1.0,8,9
42539493,Fish,4,0.0367, 1.0,8,9
46235214,Sexual orientation,3,0.0275, 2.0,9,5
3051031,History of Hospitalizations+Outpatient visits Narrative,3,0.0275, 2.0,9,5
4290627,Cow's milk,3,0.0275, 1.0,9,9
40758406,HIV status,3,0.0275, 2.0,9,6
42536288,Shellfish,3,0.0275, 1.0,9,9
4122068,Bee venom,3,0.0275, 1.0,9,9
3037141,Abuse Status [OMAHA],3,0.0275, 2.0,9,6
36713251,Tree nut,3,0.0275, 1.0,9,9
40766240,Are you covered by health insurance or some other kind of health care plan [PhenX],3,0.0275, 2.0,9,6
4139934,Homeless,3,0.0275, 1.0,10,10
42538933,Peanut,2,0.0184, 1.0,10,10
45772093,Fractured dental restorative material,2,0.0184, 1.0,10,10
36305408,Response to cancer treatment,1,0.0092, 1.0,10,10
434490,Chill,1,0.0092, 1.0,10,10
4197714,Suspected prostate cancer,1,0.0092, 1.0,10,10
4256640,Body mass index 40+ - severely obese,1,0.0092, 1.0,10,10
4261709,Wheat,1,0.0092, 1.0,10,10
