"source_code","source_concept_id","source_code_description","source_vocabulary_id","source_domain_id","source_concept_class_id","source_valid_start_date","source_valid_end_date","source_invalid_reason","target_concept_id","target_concept_name","target_vocabulary_id","target_domain_id","target_concept_class_id","target_invalid_reason","target_standard_concept"
"00bdb48f-8b8f-4cc5-bb63-77213f2279cb",45702866,RAMIPRIL - ramipril capsule,SPL,Drug,Prescription Drug,20101111,20991231,,1334494,ramipril 10 MG Oral Capsule,RxNorm,Drug,Clinical Drug,,S
"00c121ff-141d-410b-8632-c884a3909552",45663962,"EXTRA STRENGTH PAIN RELIEF - acetaminophen tablet, film coated",SPL,Drug,OTC Drug,20240918,20991231,,19020053,acetaminophen 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"00e4ca26-c4f0-4ae1-8d20-6d6f341d21a0",45702869,"ALLERGY MEDICINE - diphenhydramine hcl tablet, film coated",SPL,Drug,OTC Drug,20190506,20991231,,40232448,diphenhydramine hydrochloride 25 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"00f99b7b-f4fa-499c-9a27-9879eae128b0",45691752,SULFAMETHOXAZOLE AND TRIMETHOPRIM - sulfamethoxazole and trimethoprim tablet,SPL,Drug,Prescription Drug,20190910,20991231,,1836434,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"010ea8e3-4955-4332-8cca-f45977ab56c6",45675071,"CETIRIZINE HYDROCHLORIDE - cetirizine hydrochloride tablet, film coated",SPL,Drug,OTC Drug,20130527,20991231,,40228214,cetirizine hydrochloride 10 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"0115de44-8e34-44f7-a31f-902de0b98088",45619701,"METFORMIN HYDROCHLORIDE - metformin hydrochloride tablet, extended release",SPL,Drug,Prescription Drug,20120130,20991231,,40163924,"24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet",RxNorm,Drug,Quant Clinical Drug,,S
"011f978a-e31f-407b-8615-98a69130d2e0",45636326,"PAIN RELIEF - acetaminophen tablet, coated",SPL,Drug,OTC Drug,20120807,20991231,,19020053,acetaminophen 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"012be6a1-42eb-478c-94c2-3326c40fbe72",45686206,"SIMVASTATIN - simvastatin tablet, film coated",SPL,Drug,Prescription Drug,20170228,20991231,,1539411,simvastatin 20 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"01727812-61c5-4ca0-904f-587a8da87a32",45652957,"METFORMIN HYDROCHLORIDE - metformin hydrochloride tablet, extended release",SPL,Drug,Prescription Drug,20171116,20991231,,40163924,"24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet",RxNorm,Drug,Quant Clinical Drug,,S
"01727a5d-173b-4fc7-b623-8e5dd7ea6fd2",45630772,SULFAMETHOXAZOLE AND TRIMETHOPRIM - sulfamethoxazole and trimethoprim tablet,SPL,Drug,Prescription Drug,20140806,20991231,,1836434,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"017343fb-86c4-45ab-9c47-52cc5b9f3a02",45663979,"NUVARING - etonogestrel and ethinyl estradiol insert, extended release",SPL,Drug,Prescription Drug,20200124,20991231,,43012433,"21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing]",RxNorm,Drug,Quant Branded Drug,,S
"019a655e-0256-4de4-b587-50f463e812b9",45697308,ALL DAY RELIEF - naproxen sodium tablet,SPL,Drug,OTC Drug,20090526,20991231,,1115171,naproxen sodium 220 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"019fe214-70a0-4f7e-b406-c7e7fa3009c2",45625136,tramadol hydrochloride 50mg/1 ORAL TABLET,SPL,Drug,Prescription Drug,20020622,20991231,,19134047,tramadol hydrochloride 50 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"01a908f1-fe8b-4bf1-bf0d-ce17040d0c4c",45641840,"ATORVASTATIN CALCIUM - atorvastatin calcium tablet, film coated",SPL,Drug,Prescription Drug,20140103,20991231,,1545996,atorvastatin 40 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"01c60658-1930-4279-953d-142c8986b93c",45658586,hydrochlorothiazide 25mg/1 / 50mg/1 ORAL TABLET,SPL,Drug,Prescription Drug,20020329,20991231,,19078106,hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"01e9b5b9-cb49-4bfa-9a90-ece8940bf768",45636350,"EQUATE IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20250211,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"01f1f478-5493-439f-9b99-f4f82023781c",45669494,HYDROCHLOROTHIAZIDE - hydrochlorothiazide tablet,SPL,Drug,Prescription Drug,20240626,20991231,,19078106,hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"01f424ab-adf2-413e-be8f-b2d0a83a55a3",45686228,"TYLENOL REGULAR STRENGTH - acetaminophen tablet, film coated",SPL,Drug,OTC Drug,20171103,20991231,,19041324,acetaminophen 325 MG Oral Tablet [Tylenol],RxNorm,Drug,Branded Drug,,S
"01fc237c-f801-4ebe-a898-0bca12a7c7a8",45691785,"PAIN RELIEF ALL DAY - naproxen sodium tablet, film coated",SPL,Drug,OTC Drug,20131203,20991231,,1115171,naproxen sodium 220 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"021cd76a-b093-4704-8410-5e7d01e20a54",45658597,"LOSARTAN POTASSIUM - losartan potassium tablet, film coated",SPL,Drug,Prescription Drug,20241014,20991231,,40185304,losartan potassium 50 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"027ded51-aa01-6619-3938-c8162a421cf3",45691799,"IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20250613,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"029640e5-aaa0-4748-8c2a-b7aaff40d894",45625155,"CETIRIZINE HYDROCHLORIDE - cetirizine hydrochloride tablet, film coated",SPL,Drug,OTC Drug,20140731,20991231,,40228214,cetirizine hydrochloride 10 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"02a9c070-77ab-445b-9bf0-78dcb47bf4da",45675112,CIPROFLOXACIN HYDROCHLORIDE - ciprofloxacin hydrochloride tablet,SPL,Drug,Prescription Drug,20150912,20991231,,19075380,ciprofloxacin 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"02aa4acb-3bd4-4606-b7c8-3b6ca41919e0",45686248,IBU - ibuprofen tablet,SPL,Drug,Prescription Drug,20140521,20991231,,19033893,ibuprofen 400 MG Oral Tablet [Ibu],RxNorm,Drug,Branded Drug,,S
"02c58fe6-5a7a-49ce-9d82-2b7021d7716e",45669506,"TRAMADOL HYDROCHLORIDE - tramadol hydrochloride tablet, film coated",SPL,Drug,Prescription Drug,20131021,20991231,,19134047,tramadol hydrochloride 50 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"032decc5-9f7a-4f12-8ca4-a95a79a426c6",45619741,"IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20250616,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"033c20a9-c298-4185-a48f-0bf8a2ac918a",45702917,LISINOPRIL - lisinopril tablet,SPL,Drug,Prescription Drug,20120119,20991231,,19080128,lisinopril 10 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"03559ee0-5323-4d7c-9709-3200bcf68040",45630809,hydrocortisone 1g/100g TOPICAL CREAM [hydrocortisone maximum strength with aloe],SPL,Drug,OTC Drug,20090421,20991231,,19008572,hydrocortisone 10 MG/ML Topical Cream,RxNorm,Drug,Clinical Drug,,S
"03612ed1-e8dd-4964-b394-7eb613c1df0b",45664021,"IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20220408,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"03663116-4187-4286-a7cb-66af52bae6df",45680766,HYDROCHLOROTHIAZIDE - hydrochlorothiazide tablet,SPL,Drug,Prescription Drug,20151023,20991231,,19078106,hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"0376351b-f1a0-43e5-a0b4-533072c49f39",45702920,"SIMVASTATIN - simvastatin tablet, film coated",SPL,Drug,Prescription Drug,20240415,20991231,,1539463,simvastatin 10 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"037e496d-acee-497d-b039-e37c3d293e4f",45647361,"ciprofloxacin 500mg/1 ORAL TABLET, FILM COATED",SPL,Drug,Prescription Drug,20040609,20991231,,19075380,ciprofloxacin 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"038c1b4e-43f5-4370-896b-97da1b0a89ca",45691819,"DG HEALTH SLEEP AID - diphenhydramine hydrochloride tablet, film coated",SPL,Drug,OTC Drug,20240717,20991231,,40232448,diphenhydramine hydrochloride 25 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"03993008-7bd2-465f-b5a9-1cbc3c1fff02",45680773,"IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20250616,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"03bec9ad-cd22-44d3-9b82-2796157de1d1",45669527,"CLOPIDOGREL BISULFATE - clopidogrel bisulfate tablet, film coated",SPL,Drug,Prescription Drug,20250227,20991231,,19075601,clopidogrel 75 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"0413f511-6b34-4c15-e48b-3fad08baacbe",45664037,"HEPARIN SODIUM - heparin sodium injection, solution",SPL,Drug,Prescription Drug,20250701,20991231,,43011816,"heparin sodium, porcine 100 UNT/ML Injectable Solution",RxNorm,Drug,Clinical Drug,,S
"04268ee4-c628-4d9a-97d5-01441dc00425",45630830,"SIMVASTATIN - simvastatin tablet, film coated",SPL,Drug,Prescription Drug,20191230,20991231,,1539463,simvastatin 10 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"044e6ee2-98a6-4802-b33d-78b8551356c4",45625194,LIVE BETTER HYDROCORTISONE WITH ALOE - hydrocortisone cream,SPL,Drug,OTC Drug,20250710,20991231,,19008572,hydrocortisone 10 MG/ML Topical Cream,RxNorm,Drug,Clinical Drug,,S
"0478c750-ad55-42e6-adf5-a88aad78c055",45625202,AMLODIPINE BESYLATE - amlodipine besylate tablet,SPL,Drug,Prescription Drug,20130611,20991231,,19073094,amlodipine 2.5 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"04805d9c-d959-4870-a185-48b58a880880",45697369,"MEDI-FIRST NON-ASPIRIN - acetaminophen tablet, coated",SPL,Drug,OTC Drug,20250207,20991231,,1127433,acetaminophen 325 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"048cf853-dd29-4f34-bd66-903732c7abf4",45630840,PENICILLIN V POTASSIUM - penicillin v potassium tablet,SPL,Drug,Prescription Drug,20171117,20991231,,19133873,penicillin V potassium 250 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"049ce99b-a20f-4718-a4b0-82b61beeb016",45630843,NAPROXEN SODIUM - naproxen sodium tablet,SPL,Drug,OTC Drug,20181220,20991231,,1115171,naproxen sodium 220 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"04f8b540-4803-4e16-bee9-99cd0a7eeba6",45664054,"CIPROFLOXACIN - ciprofloxacin tablet, film coated",SPL,Drug,Prescription Drug,20090723,20991231,,1797515,ciprofloxacin 250 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"050b2f4e-d653-46ef-8235-4361598888c4",45630851,SULFAMETHOXAZOLE AND TRIMETHOPRIM - sulfamethoxazole and trimethoprim tablet,SPL,Drug,Prescription Drug,20150615,20991231,,1836434,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"050e4b0b-7cbf-448f-b9e4-0e36f3515da0",45691855,aspirin 325mg/1 ORAL TABLET [buffered aspirin],SPL,Drug,OTC Drug,19900330,20991231,,19046742,aspirin 325 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"051ea2dc-f0bd-48ee-b6b0-1dc1e9fb8406",45641919,"SMART SENSE PAIN RELIEF EXTRA STRENGTH - acetaminophen tablet, coated",SPL,Drug,OTC Drug,20151110,20991231,,19020053,acetaminophen 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"05234545-b1c1-4bd2-bd83-34860b6f5691",45669554,HELP I HAVE A HEADACHE - acetaminophen tablet,SPL,Drug,OTC Drug,20120709,20991231,,1127433,acetaminophen 325 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"0534134f-8baa-430c-bdd1-9b83cbc81703",45686296,UP AND UP ALLERGY RELIEF - diphenhydramine hydrochloride tablet,SPL,Drug,OTC Drug,20240717,20991231,,40232448,diphenhydramine hydrochloride 25 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"05688b17-4c94-4899-8664-949c76879e36",45686301,REGULAR STRENGTH PAIN RELIEF - acetaminophen tablet,SPL,Drug,OTC Drug,20191230,20991231,,1127433,acetaminophen 325 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"056e83ef-2836-4ccd-9434-eb8384c6965a",45680814,"METFORMIN HYDROCHLORIDE - metformin hydrochloride tablet, extended release",SPL,Drug,Prescription Drug,20150501,20991231,,40163924,"24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet",RxNorm,Drug,Quant Clinical Drug,,S
"057def74-f06c-4a0b-97e5-6d77c03c5735",45697393,ACETAMINOPHEN AND CODEINE PHOSPHATE - acetaminophen and codeine phosphate tablet,SPL,Drug,Prescription Drug,20190912,20991231,,40221901,acetaminophen 300 MG / codeine phosphate 15 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"0584d195-ae50-479d-9440-9fd6a07151e6",45658671,GOOD NEIGHBOR PHARMACY PAIN RELIEF - acetaminophen tablet,SPL,Drug,OTC Drug,20090717,20991231,,19020053,acetaminophen 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"058582e1-eef3-4aed-9040-0e6de42a4feb",45669563,"IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20180614,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"058eef84-fdbc-4f27-a619-72e89d535766",45630856,"SLEEP EASY - diphenhydramine hydrochloride tablet, coated",SPL,Drug,OTC Drug,20111129,20991231,,40232448,diphenhydramine hydrochloride 25 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"059bde44-3210-4e23-8989-6348ef243a6c",45697394,"SIMPLY RIGHT NIGHT TIME - acetaminophen, dextromethorphan hbr, doxylamine succinate liquid",SPL,Drug,OTC Drug,20120917,20991231,,40229134,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,RxNorm,Drug,Clinical Drug,,S
"05a2e1a7-6c3b-48d3-99e1-f18f6b1ee25e",45647406,"LEADER ALL DAY PAIN RELIEF - naproxen sodium tablet, film coated",SPL,Drug,OTC Drug,20160301,20991231,,1115171,naproxen sodium 220 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"05e089e7-8772-4bf4-914f-6a26067ee719",45697397,"EQUALINE NIGHTTIME COLD AND FLU RELIEF - acetaminophen, dextromethorphan hbr, doxylamine succinate solution",SPL,Drug,OTC Drug,20241025,20991231,,40229134,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,RxNorm,Drug,Clinical Drug,,S
"05fb437b-3771-4814-ae07-6068b009680b",45675176,SIMPLY RIGHT CETIRIZINE HYDROCHLORIDE - cetirizine hydrochloride tablet,SPL,Drug,OTC Drug,20130911,20991231,,40228214,cetirizine hydrochloride 10 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"060c694c-804c-4d32-a6d6-d6575be7ac2f",45641941,"METFORMIN HYDROCHLORIDE - metformin hydrochloride tablet, extended release",SPL,Drug,Prescription Drug,20170401,20991231,,40163924,"24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet",RxNorm,Drug,Quant Clinical Drug,,S
"065b4f7d-ec2f-4cdd-bab6-383e3c8a57fb",45619820,EXTRA STRENGTH ACETAMINOPHEN - extra strength acetaminophen tablet,SPL,Drug,OTC Drug,20100730,20991231,,19020053,acetaminophen 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"066c92b9-dd45-47a4-8eca-28a553e0fb96",45680836,"ciprofloxacin 500mg/1 ORAL TABLET, FILM COATED",SPL,Drug,Prescription Drug,20040609,20991231,,19075380,ciprofloxacin 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"066d5989-bec7-4917-86ac-3ec89882709e",45702980,PENICILLIN V POTASIUM - penicillin v potasium tablet,SPL,Drug,Prescription Drug,20140423,20991231,,19133873,penicillin V potassium 250 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"067a2094-f046-4cae-a1ea-8acb713deefc",45669585,hydrochlorothiazide 25mg/1 ORAL TABLET,SPL,Drug,Prescription Drug,19820101,20991231,,19078106,hydrochlorothiazide 25 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"06bc4445-5c80-4dd3-b1bb-d9244f45f570",45641956,"IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20250510,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"06c9c9d0-cbab-4686-9a2c-56abd2a4d8a0",45647445,"ciprofloxacin 250mg/1 / 500mg/1 / 750mg/1 ORAL TABLET, FILM COATED",SPL,Drug,Prescription Drug,20040609,20991231,,1797515,ciprofloxacin 250 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"070000d7-7d4d-439b-9a91-851ba7c027e6",45691887,EQUALINE ANTI ITCH MAXIMUM STRENGTH - hydrocortisone cream,SPL,Drug,OTC Drug,20241003,20991231,,19008572,hydrocortisone 10 MG/ML Topical Cream,RxNorm,Drug,Clinical Drug,,S
"0719b59b-2566-4df2-ae8b-27d2190e5436",45702999,"acetaminophen 160mg/1 ORAL TABLET, CHEWABLE [junior pain relief]",SPL,Drug,OTC Drug,20050128,20991231,,19079924,acetaminophen 160 MG Chewable Tablet,RxNorm,Drug,Clinical Drug,,S
"0744c3ca-4224-4f6a-a033-880949b544fd",45641968,"IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20231030,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"07720c26-1106-40f0-9727-a81f4dea413e",45669600,"GOOD NEIGHBOR PHARMACY PAIN RELIEF EXTRA STRENGTH - acetaminophen tablet, film coated",SPL,Drug,OTC Drug,20191125,20991231,,19020053,acetaminophen 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"079473b9-340a-44e4-8217-eb0fe203e33e",45619848,"ASPIRIN - aspirin tablet, coated",SPL,Drug,OTC Drug,20140621,20991231,,19059056,aspirin 81 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"079eccdd-33bd-4b5c-bf46-9aef78559082",45647462,"TOPCARE ALL DAY PAIN RELIEF - naproxen sodium tablet, film coated",SPL,Drug,OTC Drug,20250722,20991231,,1115171,naproxen sodium 220 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"07a563a2-2a0e-4fac-8952-abd1bf281988",45625276,BUFFERED ASPIRIN - aspirin tablet,SPL,Drug,OTC Drug,20150813,20991231,,19046742,aspirin 325 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"07c99997-31c7-4c03-ae35-49788213b43e",45630905,"SIMVASTATIN - simvastatin tablet, film coated",SPL,Drug,Prescription Drug,20100413,20991231,,1539411,simvastatin 20 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"07ce84c8-324c-4fc9-a8cc-14259d9a42a8",45636477,"FORMUCARE NAPROXEN SODIUM PAIN RELIEVER FEVER REDUCER - naproxen sodium tablet, film coated",SPL,Drug,OTC Drug,20090929,20991231,,1115171,naproxen sodium 220 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"0810f2ba-b4cb-4e65-b819-31791d5670dc",45625285,acetaminophen and codeine phosphate 15mg/1 / 300mg/1 ORAL TABLET [acetaminophen and codeine],SPL,Drug,Prescription Drug,19880930,20991231,,40221901,acetaminophen 300 MG / codeine phosphate 15 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"08110c7d-7573-4bc9-ae1b-30893b76009d",45697445,SULFAMETHOXAZOLE AND TRIMETHOPRIM - sulfamethoxazole and trimethoprim tablet,SPL,Drug,Prescription Drug,20121026,20991231,,1836434,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"0826599d-bd27-491e-bf26-4133e65e816e",45619858,"LEADER IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20181208,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"084020fe-6571-4fb3-a13e-937615432fe8",45686341,"CIPROFLOXACIN - ciprofloxacin tablet, film coated",SPL,Drug,Prescription Drug,20170816,20991231,,19075380,ciprofloxacin 500 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"085dcc1a-e4b0-4d08-9476-72275382d1a1",45675226,"GOOD NEIGHBOR PHARMACY IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20230725,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"0879fa3b-6818-4fd9-bd09-e637a715daa7",45675229,"PAIN RELIEF JUNIOR STRENGTH - acetaminophen tablet, chewable",SPL,Drug,OTC Drug,20181016,20991231,,19079924,acetaminophen 160 MG Chewable Tablet,RxNorm,Drug,Clinical Drug,,S
"08bff194-0ae9-4df6-a4a1-e4661c3bfad7",45625301,ALLERGY - diphenhydramine hydrochloride tablet,SPL,Drug,OTC Drug,20161215,20991231,,40232448,diphenhydramine hydrochloride 25 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"08d9477e-3033-4b74-8f81-934f39e37e55",45703048,"GOOD NEIGHBOR PHARMACY IBUPROFEN - ibuprofen tablet, film coated",SPL,Drug,OTC Drug,20250616,20991231,,19078461,ibuprofen 200 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"08ee2a98-627f-4f95-83bd-2cbeb254bf70",45680889,"CIPROFLOXACIN - ciprofloxacin tablet, film coated",SPL,Drug,Prescription Drug,20231210,20991231,,1797515,ciprofloxacin 250 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"09086798-2dc3-4a0d-a02a-304baec56b72",45625309,SULFAMETHOXAZOLE AND TRIMETHOPRIM - sulfamethoxazole and trimethoprim tablet,SPL,Drug,Prescription Drug,20190530,20991231,,1836434,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"090f1264-07be-4db2-9ad3-89758fe2ad6d",45658739,PREDNISONE - prednisone tablet,SPL,Drug,Prescription Drug,20070331,20991231,,1551192,prednisone 5 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
"09105b89-85a1-40da-a83b-5d3c887f1746",45680892,oxycodone and acetaminophen 5mg/1 / 325mg/1 ORAL TABLET,SPL,Drug,Prescription Drug,20071127,20991231,,40231925,acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet,RxNorm,Drug,Clinical Drug,,S
