"concept_id_1","concept_id_2","relationship_id","valid_start_date","valid_end_date","invalid_reason"
19134047,36349215,RxNorm - SPL,20230312,20991231,
1314008,45633643,Mapped from,19700101,20991231,
1314008,45633643,RxNorm - SPL,20150129,20991231,
4042860,4042860,Mapped from,19700101,20991231,
4042860,4042860,Maps to,19700101,20991231,
4074035,4042860,Is a,20110731,20991231,
4269989,4042860,Subsumes,20110731,20991231,
4022569,4042860,Subsumes,20110731,20991231,
1127433,620483,RxNorm - SPL,20221113,20991231,
4052532,4236006,Subsumes,20110731,20991231,
40492254,4236006,Subsumes,20110731,20991231,
4236006,4236006,Mapped from,19700101,20991231,
4236006,4236006,Maps to,19700101,20991231,
2110227,4236006,CPT4 - SNOMED cat,19800101,20991231,
2110227,4236006,CPT4 - SNOMED eq,20140401,20991231,
1314006,45706107,Mapped from,19700101,20991231,
1314006,45706107,RxNorm - SPL,20150129,20991231,
19133905,37120024,RxNorm - SPL,20231210,20991231,
19020053,45659272,RxNorm - SPL,20150129,20991231,
19008572,45797583,RxNorm - SPL,20150129,20991231,
197494,4291005,Is a,20110731,20991231,
194087,4291005,Subsumes,20110731,20991231,
440029,4291005,Subsumes,20110731,20991231,
4260766,4291005,Has focus,20110731,20991231,
4291005,4291005,Mapped from,19700101,20991231,
4291005,4291005,Maps to,19700101,20991231,
40229134,45703780,Mapped from,19700101,20991231,
40229134,45703780,RxNorm - SPL,19700101,20991231,
37044165,1618812,Subsumes,19700101,20991231,
19046742,45803102,RxNorm - SPL,20150129,20991231,
19028343,798900,Consists of,20050404,20991231,
798874,798900,RxNorm ing of,20050404,20991231,
798900,798900,Mapped from,19700101,20991231,
798900,798900,Maps to,19700101,20991231,
4306363,4306363,Mapped from,19700101,20991231,
4306363,4306363,Maps to,19700101,20991231,
3027231,4306363,Is a,20240227,20991231,
4304624,4306363,Subsumes,20110731,20991231,
1836434,45647759,Mapped from,19700101,20991231,
1836434,45647759,RxNorm - SPL,19700101,20991231,
40071533,21600317,RxNorm - ATC,20200601,20991231,
40139614,21600317,RxNorm - ATC,20240830,20991231,
21600316,21600317,Subsumes,20120815,20991231,
1361711,21600317,Mapped from,20141201,20991231,
1361711,21600317,RxNorm - ATC pr lat,20200601,20991231,
4122115,4297887,Is a,20160131,20991231,
4201745,4297887,Subsumes,20110731,20991231,
432941,4297887,Is a,20110731,20991231,
4111798,4297887,Is a,20110731,20991231,
1244824,4297887,Is a,20240201,20991231,
31610,4297887,Is a,20110731,20991231,
201618,4297887,Is a,20110731,20991231,
4297887,4297887,Mapped from,19700101,20991231,
4297887,4297887,Maps to,19700101,20991231,
4106676,4297887,Is a,20110731,20991231,
134398,4297887,Is a,20230927,20991231,
31057,4297887,Is a,20110731,20991231,
201891,4297887,Is a,20110731,20991231,
19080129,45706089,RxNorm - SPL,19700101,20991231,
19080128,45706089,Mapped from,19700101,20991231,
19080128,45706089,RxNorm - SPL,19700101,20991231,
1308221,45706089,RxNorm - SPL,19700101,20991231,
19008572,46287913,RxNorm - SPL,19700101,20991231,
40165257,44358990,RxNorm - SPL,19700101,20991231,
40165261,44358990,RxNorm - SPL,19700101,20991231,
40221901,45788415,RxNorm - SPL,20150129,20991231,
46287736,46287739,Quantified form of,20151005,20991231,
950670,46287739,Constitutes,20151005,20991231,
46287739,46287739,Mapped from,20151005,20991231,
46287739,46287739,Maps to,20151005,20991231,
46287740,46287739,Tradename of,20151005,20991231,
46287714,46287739,RxNorm inverse is a,20151005,20991231,
36219036,46287739,RxNorm inverse is a,20160801,20991231,
36219037,46287739,RxNorm inverse is a,20160801,20991231,
19019072,45783995,RxNorm - SPL,20150129,20991231,
19020053,46293048,RxNorm - SPL,19700101,20991231,
19020053,45795372,RxNorm - SPL,20150129,20991231,
3035350,3037467,Contained in panel,19700101,20991231,
3036941,3037467,Panel contains,19700101,20991231,
3037467,3037467,Mapped from,19700101,20991231,
3037467,3037467,Maps to,19700101,20991231,
3005897,3037467,Contained in panel,19700101,20991231,
3007876,3037467,Contained in panel,19700101,20991231,
3037072,3037467,Contained in panel,19700101,20991231,
3018834,3037467,Contained in panel,19700101,20991231,
3021601,3037467,Contained in panel,19700101,20991231,
3011397,3037467,Contained in panel,19700101,20991231,
45876051,3037467,Subsumes,19700101,20991231,
3000348,3037467,Contained in panel,19700101,20991231,
3024629,3037467,Contained in panel,19700101,20991231,
3027162,3037467,Contained in panel,19700101,20991231,
37049951,3037467,Subsumes,19700101,20991231,
3014051,3037467,Contained in panel,19700101,20991231,
3044880,3037467,Contained in panel,19700101,20991231,
3008204,3037467,Contained in panel,19700101,20991231,
3022621,3037467,Contained in panel,19700101,20991231,
3009261,3037467,Contained in panel,19700101,20991231,
3023539,3037467,Contained in panel,19700101,20991231,
3000330,3037467,Contained in panel,19700101,20991231,
3006513,3037467,Contained in panel,19700101,20991231,
4038335,4189679,Subsumes,20180625,20991231,
4189679,4189679,Mapped from,19700101,20991231,
4189679,4189679,Maps to,19700101,20991231,
2004090,4189679,Is a,19700101,20991231,
1551192,1263890,RxNorm - SPL,20240811,20991231,
40228214,36511979,RxNorm - SPL,20191110,20991231,
40163924,45745001,RxNorm - SPL,19700101,20991231,
3027801,37078026,Is a,19700101,20991231,
40486433,4048171,Subsumes,20110731,20991231,
4048171,4048171,Mapped from,19700101,20991231,
4048171,4048171,Maps to,19700101,20991231,
40231916,46244657,RxNorm - SPL,20150708,20991231,
35105058,19018811,SPL - RxNorm,20200809,20991231,
36158418,19018811,SPL - RxNorm,19700101,20991231,
36917263,19018811,SPL - RxNorm,20200412,20991231,
36870649,19018811,SPL - RxNorm,20220911,20991231,
1542867,19018811,SPL - RxNorm,20211212,20991231,
36202016,19018811,SPL - RxNorm,20230709,20991231,
1778484,19018811,SPL - RxNorm,20211010,20991231,
36330896,19018811,SPL - RxNorm,20230212,20991231,
42804091,19018811,SPL - RxNorm,19700101,20991231,
44346711,19018811,SPL - RxNorm,19700101,20991231,
45628538,19018811,SPL - RxNorm,19700101,20991231,
45634688,19018811,SPL - RxNorm,20150129,20991231,
45637417,19018811,Maps to,19700101,20991231,
45637417,19018811,SPL - RxNorm,20150129,20991231,
45645297,19018811,SPL - RxNorm,20150129,20991231,
45653616,19018811,Maps to,19700101,20991231,
45653616,19018811,SPL - RxNorm,20150129,20991231,
45655944,19018811,SPL - RxNorm,19700101,20991231,
45660410,19018811,Maps to,19700101,20991231,
45660410,19018811,SPL - RxNorm,19700101,20991231,
45670765,19018811,SPL - RxNorm,20150129,20991231,
45673698,19018811,SPL - RxNorm,20150129,20991231,
45677635,19018811,SPL - RxNorm,19700101,20991231,
45683095,19018811,SPL - RxNorm,19700101,20991231,
45689483,19018811,Maps to,20131007,20991231,
45689483,19018811,SPL - RxNorm,19700101,20991231,
45703537,19018811,Maps to,19700101,20991231,
45703537,19018811,SPL - RxNorm,19700101,20991231,
45790759,19018811,SPL - RxNorm,19700101,20991231,
45895508,19018811,SPL - RxNorm,20150326,20991231,
46241629,19018811,SPL - RxNorm,20150708,20991231,
46311968,19018811,SPL - RxNorm,19700101,20991231,
46313667,19018811,SPL - RxNorm,19700101,20991231,
600000006,19018811,DOI - RxNorm,19800101,20991231,
825229,19018811,SPL - RxNorm,20210509,20991231,
770171,19018811,SPL - RxNorm,20200112,20991231,
1183763,19018811,SPL - RxNorm,20200209,20991231,
36394057,19018811,SPL - RxNorm,19700101,20991231,
40010622,19018811,RxNorm inverse is a,20141201,20991231,
749602,19018811,SPL - RxNorm,20220410,20991231,
3984543,19018811,SPL - RxNorm,20231112,20991231,
44347006,19018811,SPL - RxNorm,19700101,20991231,
44352312,19018811,SPL - RxNorm,19700101,20991231,
44358980,19018811,SPL - RxNorm,19700101,20991231,
44359838,19018811,SPL - RxNorm,19700101,20991231,
45644381,19018811,Maps to,19700101,20991231,
45644381,19018811,SPL - RxNorm,19700101,20991231,
45660214,19018811,Maps to,19700101,20991231,
45660214,19018811,SPL - RxNorm,20150129,20991231,
45661351,19018811,Maps to,19700101,20991231,
45661351,19018811,SPL - RxNorm,20150129,20991231,
45663098,19018811,Maps to,19700101,20991231,
45663098,19018811,SPL - RxNorm,19700101,20991231,
45673121,19018811,Maps to,19700101,20991231,
45673121,19018811,SPL - RxNorm,20150129,20991231,
45679099,19018811,Maps to,19700101,20991231,
45679099,19018811,SPL - RxNorm,19700101,20991231,
36400119,19018811,SPL - RxNorm,20230416,20991231,
45777835,19018811,SPL - RxNorm,20150129,20991231,
45785346,19018811,SPL - RxNorm,20150129,20991231,
45789114,19018811,SPL - RxNorm,20150129,20991231,
45794975,19018811,SPL - RxNorm,20150129,20991231,
46292733,19018811,SPL - RxNorm,19700101,20991231,
46304330,19018811,SPL - RxNorm,19700101,20991231,
795838,19018811,SPL - RxNorm,20190908,20991231,
1169524,19018811,SPL - RxNorm,20191208,20991231,
1204051,19018811,SPL - RxNorm,20210131,20991231,
35507248,19018811,SPL - RxNorm,20181125,20991231,
35529419,19018811,SPL - RxNorm,20190908,20991231,
36156266,19018811,SPL - RxNorm,20180923,20991231,
36316695,19018811,SPL - RxNorm,20230108,20991231,
42802666,19018811,SPL - RxNorm,19700101,20991231,
42807021,19018811,SPL - RxNorm,20180420,20991231,
44342350,19018811,SPL - RxNorm,19700101,20991231,
44349327,19018811,SPL - RxNorm,19700101,20991231,
44357597,19018811,SPL - RxNorm,19700101,20991231,
44363939,19018811,SPL - RxNorm,19700101,20991231,
45620031,19018811,SPL - RxNorm,20150129,20991231,
45636318,19018811,Maps to,19700101,20991231,
45636318,19018811,SPL - RxNorm,19700101,20991231,
45642950,19018811,Maps to,19700101,20991231,
45642950,19018811,SPL - RxNorm,19700101,20991231,
45646766,19018811,SPL - RxNorm,20150129,20991231,
45648421,19018811,SPL - RxNorm,20150129,20991231,
45649923,19018811,SPL - RxNorm,19700101,20991231,
45659360,19018811,SPL - RxNorm,19700101,20991231,
45666629,19018811,SPL - RxNorm,20150129,20991231,
45667199,19018811,SPL - RxNorm,19700101,20991231,
45672728,19018811,SPL - RxNorm,19700101,20991231,
45673652,19018811,SPL - RxNorm,20150129,20991231,
45674437,19018811,Maps to,19700101,20991231,
45674437,19018811,SPL - RxNorm,19700101,20991231,
45700698,19018811,SPL - RxNorm,20150129,20991231,
45795414,19018811,SPL - RxNorm,20150129,20991231,
45796782,19018811,SPL - RxNorm,20150129,20991231,
45799824,19018811,SPL - RxNorm,20150129,20991231,
45897012,19018811,SPL - RxNorm,20150708,20991231,
3944096,19018811,SPL - RxNorm,19700101,20991231,
825446,19018811,SPL - RxNorm,20210509,20991231,
42804335,19018811,SPL - RxNorm,19700101,20991231,
42805082,19018811,SPL - RxNorm,19700101,20991231,
44341404,19018811,SPL - RxNorm,19700101,20991231,
45628883,19018811,SPL - RxNorm,19700101,20991231,
45637096,19018811,SPL - RxNorm,19700101,20991231,
45678726,19018811,SPL - RxNorm,19700101,20991231,
45687131,19018811,Maps to,19700101,20991231,
45687131,19018811,SPL - RxNorm,19700101,20991231,
45694650,19018811,Maps to,19700101,20991231,
45694650,19018811,SPL - RxNorm,20150129,20991231,
45705527,19018811,Maps to,19700101,20991231,
45705527,19018811,SPL - RxNorm,19700101,20991231,
45787951,19018811,SPL - RxNorm,20150129,20991231,
46294865,19018811,SPL - RxNorm,20151016,20991231,
46298758,19018811,SPL - RxNorm,19700101,20991231,
46315171,19018811,SPL - RxNorm,19700101,20991231,
1169544,19018811,SPL - RxNorm,20191208,20991231,
36156114,19018811,SPL - RxNorm,20180923,20991231,
36368473,19018811,SPL - RxNorm,20201108,20991231,
36500072,19018811,SPL - RxNorm,20220515,20991231,
37135045,19018811,SPL - RxNorm,20240218,20991231,
42804530,19018811,SPL - RxNorm,20180420,20991231,
42804684,19018811,SPL - RxNorm,20180420,20991231,
44343039,19018811,SPL - RxNorm,19700101,20991231,
44343396,19018811,SPL - RxNorm,19700101,20991231,
44356455,19018811,SPL - RxNorm,19700101,20991231,
45633364,19018811,Maps to,19700101,20991231,
45633364,19018811,SPL - RxNorm,19700101,20991231,
45639064,19018811,SPL - RxNorm,20150129,20991231,
45670687,19018811,SPL - RxNorm,19700101,20991231,
45674060,19018811,SPL - RxNorm,20150129,20991231,
45682019,19018811,SPL - RxNorm,19700101,20991231,
45692470,19018811,Maps to,19700101,20991231,
45692470,19018811,SPL - RxNorm,19700101,20991231,
45701291,19018811,Maps to,19700101,20991231,
45701291,19018811,SPL - RxNorm,19700101,20991231,
45702901,19018811,SPL - RxNorm,20150129,20991231,
45791324,19018811,SPL - RxNorm,20150129,20991231,
45793293,19018811,SPL - RxNorm,20150129,20991231,
45800048,19018811,SPL - RxNorm,20150129,20991231,
46244630,19018811,SPL - RxNorm,20150708,20991231,
46288745,19018811,SPL - RxNorm,19700101,20991231,
46294480,19018811,SPL - RxNorm,19700101,20991231,
46301843,19018811,SPL - RxNorm,19700101,20991231,
1201729,19018811,SPL - RxNorm,19700101,20991231,
1314048,19018811,Constitutes,20050404,20991231,
36214487,19018811,RxNorm inverse is a,20160801,20991231,
36214488,19018811,RxNorm inverse is a,20160801,20991231,
36899699,19018811,SPL - RxNorm,20221009,20991231,
36324582,19018811,SPL - RxNorm,20230108,20991231,
44352813,19018811,SPL - RxNorm,19700101,20991231,
44356365,19018811,SPL - RxNorm,19700101,20991231,
44356910,19018811,SPL - RxNorm,19700101,20991231,
45621613,19018811,SPL - RxNorm,19700101,20991231,
45623344,19018811,Maps to,19700101,20991231,
45623344,19018811,SPL - RxNorm,20150129,20991231,
45625709,19018811,SPL - RxNorm,19700101,20991231,
45629986,19018811,SPL - RxNorm,19700101,20991231,
45635536,19018811,Maps to,19700101,20991231,
45635536,19018811,SPL - RxNorm,19700101,20991231,
45638586,19018811,Maps to,20131007,20991231,
45638586,19018811,SPL - RxNorm,19700101,20991231,
45638695,19018811,Maps to,19700101,20991231,
45638695,19018811,SPL - RxNorm,20150129,20991231,
45644720,19018811,Maps to,19700101,20991231,
45644720,19018811,SPL - RxNorm,19700101,20991231,
45666634,19018811,SPL - RxNorm,20150129,20991231,
45671179,19018811,SPL - RxNorm,20150129,20991231,
45675517,19018811,SPL - RxNorm,19700101,20991231,
45678401,19018811,Maps to,19700101,20991231,
45678401,19018811,SPL - RxNorm,19700101,20991231,
45685371,19018811,SPL - RxNorm,20150129,20991231,
45688969,19018811,SPL - RxNorm,20150129,20991231,
45700680,19018811,SPL - RxNorm,20150129,20991231,
45780693,19018811,SPL - RxNorm,20150129,20991231,
45790277,19018811,SPL - RxNorm,20150129,20991231,
45894053,19018811,SPL - RxNorm,20150708,20991231,
1237537,19018811,SPL - RxNorm,19700101,20991231,
1263972,19018811,SPL - RxNorm,20240811,20991231,
3947069,19018811,SPL - RxNorm,19700101,20991231,
42639060,19018811,SPL - RxNorm,20210411,20991231,
35508073,19018811,SPL - RxNorm,20181209,20991231,
35508973,19018811,SPL - RxNorm,20200712,20991231,
36152295,19018811,SPL - RxNorm,20181209,20991231,
36696251,19018811,SPL - RxNorm,20191013,20991231,
42803650,19018811,SPL - RxNorm,19700101,20991231,
42806219,19018811,SPL - RxNorm,19700101,20991231,
44337517,19018811,SPL - RxNorm,19700101,20991231,
44352004,19018811,SPL - RxNorm,19700101,20991231,
45620219,19018811,SPL - RxNorm,19700101,20991231,
45624701,19018811,SPL - RxNorm,20150129,20991231,
45624823,19018811,SPL - RxNorm,19700101,20991231,
45640569,19018811,SPL - RxNorm,20150129,20991231,
45649074,19018811,SPL - RxNorm,20150129,20991231,
45655065,19018811,SPL - RxNorm,20150129,20991231,
45662437,19018811,SPL - RxNorm,19700101,20991231,
45670229,19018811,SPL - RxNorm,19700101,20991231,
45678150,19018811,SPL - RxNorm,19700101,20991231,
45693957,19018811,SPL - RxNorm,20150129,20991231,
45790206,19018811,SPL - RxNorm,20150129,20991231,
45800631,19018811,SPL - RxNorm,20150129,20991231,
45803252,19018811,SPL - RxNorm,20150129,20991231,
46312231,19018811,SPL - RxNorm,19700101,20991231,
1186586,19018811,SPL - RxNorm,19700101,20991231,
19018811,19018811,Mapped from,19700101,20991231,
19018811,19018811,Maps to,19700101,20991231,
35502857,19018811,SPL - RxNorm,19700101,20991231,
35509191,19018811,SPL - RxNorm,20181125,20991231,
36154217,19018811,SPL - RxNorm,19700101,20991231,
44338235,19018811,SPL - RxNorm,19700101,20991231,
44342550,19018811,SPL - RxNorm,19700101,20991231,
44347118,19018811,SPL - RxNorm,19700101,20991231,
44363095,19018811,SPL - RxNorm,19700101,20991231,
45633743,19018811,SPL - RxNorm,19700101,20991231,
45638496,19018811,SPL - RxNorm,20150129,20991231,
45650019,19018811,SPL - RxNorm,20150129,20991231,
45651136,19018811,Maps to,19700101,20991231,
45651136,19018811,SPL - RxNorm,19700101,20991231,
45670498,19018811,SPL - RxNorm,19700101,20991231,
45674647,19018811,SPL - RxNorm,20150129,20991231,
45696739,19018811,SPL - RxNorm,20150129,20991231,
45893895,19018811,SPL - RxNorm,20150326,20991231,
45894051,19018811,SPL - RxNorm,20150708,20991231,
46305202,19018811,SPL - RxNorm,19700101,20991231,
1160153,19018811,SPL - RxNorm,19700101,20991231,
19020053,45893885,RxNorm - SPL,20150708,20991231,
723042,45667751,RxNorm - SPL,19700101,20991231,
1115171,45699524,Mapped from,19700101,20991231,
1115171,45699524,RxNorm - SPL,19700101,20991231,
4188768,4188768,Mapped from,19700101,20991231,
4188768,4188768,Maps to,19700101,20991231,
4304627,4188768,Subsumes,20110731,20991231,
3019406,4188768,Is a,20240227,20991231,
40166824,36970045,RxNorm - SPL,20230611,20991231,
1127433,45653161,Mapped from,19700101,20991231,
19078106,1751757,RxNorm - SPL,20190513,20991231,
36210656,37020585,Subsumes,19700101,20991231,
37021580,37020585,Contained in panel,19700101,20991231,
37020585,37020585,Mapped from,20190621,20991231,
37020585,37020585,Maps to,20190621,20991231,
40758030,37020585,Contained in panel,19700101,20991231,
37021305,37020585,Panel contains,19700101,20991231,
40759172,37020585,Contained in panel,19700101,20991231,
3046853,37020585,Contained in panel,19700101,20991231,
37020846,37020585,Contained in panel,19700101,20991231,
40236446,35600213,RxNorm - SPL,20200308,20991231,
4022923,4022922,Is a,20110731,20991231,
4022922,4022922,Mapped from,19700101,20991231,
4022922,4022922,Maps to,19700101,20991231,
444220,4022922,Is a,20110731,20991231,
4169466,4022922,Is a,20110731,20991231,
4305027,4022922,Is a,20110731,20991231,
604317,4022922,Is a,20220128,20991231,
138239,4022922,Subsumes,20110731,20991231,
193460,4022922,Is a,20110731,20991231,
1539407,45799951,RxNorm - SPL,20150129,20991231,
1539463,45799951,RxNorm - SPL,20150129,20991231,
1539411,45799951,RxNorm - SPL,20150129,20991231,
40652433,1990651,Subsumes,20220216,20991231,
3037556,1990651,Is a,20220216,20991231,
19019273,42805647,RxNorm - SPL,19700101,20991231,
21602165,920293,ATC - RxNorm sec up,20200601,20991231,
21602656,920293,ATC - RxNorm sec up,20200601,20991231,
21602390,920293,ATC - RxNorm sec up,20211004,20991231,
21602943,920293,ATC - RxNorm sec up,20211004,20991231,
21603654,920293,ATC - RxNorm sec up,20200601,20991231,
21603656,920293,ATC - RxNorm sec up,20200601,20991231,
21603661,920293,ATC - RxNorm sec up,20200601,20991231,
21602164,920293,ATC - RxNorm sec up,20200601,20991231,
21602173,920293,ATC - RxNorm sec up,20200601,20991231,
21602175,920293,ATC - RxNorm sec up,20200601,20991231,
21605173,920293,ATC - RxNorm sec up,20200601,20991231,
21605175,920293,ATC - RxNorm sec up,20200601,20991231,
21605198,920293,ATC - RxNorm pr up,20200601,20991231,
21605207,920293,ATC - RxNorm sec up,20200601,20991231,
21605209,920293,ATC - RxNorm sec up,20200601,20991231,
45893192,920293,ATC - RxNorm sec up,20200601,20991231,
21602162,920293,ATC - RxNorm sec up,20200601,20991231,
21602177,920293,ATC - RxNorm sec up,20200601,20991231,
21603058,920293,ATC - RxNorm pr lat,20200601,20991231,
21603058,920293,Maps to,20141201,20991231,
21605174,920293,ATC - RxNorm sec up,20200601,20991231,
21605208,920293,ATC - RxNorm sec up,20200601,20991231,
21605210,920293,ATC - RxNorm sec up,20200601,20991231,
1501792,920293,ATC - RxNorm sec up,20200601,20991231,
21603657,920293,ATC - RxNorm sec up,20200601,20991231,
21603662,920293,ATC - RxNorm sec up,20200601,20991231,
21602172,920293,ATC - RxNorm sec up,20200601,20991231,
21605206,920293,ATC - RxNorm sec up,20200601,20991231,
40102982,920293,RxNorm has ing,20050729,20991231,
21603659,920293,ATC - RxNorm sec up,20200601,20991231,
955065,920293,ATC - RxNorm sec up,20240830,20991231,
21602167,920293,ATC - RxNorm sec up,20200601,20991231,
21602168,920293,ATC - RxNorm sec up,20200601,20991231,
21602170,920293,ATC - RxNorm sec up,20200601,20991231,
21605176,920293,ATC - RxNorm sec up,20200601,20991231,
36227037,920293,RxNorm has ing,20160801,20991231,
21601178,920293,ATC - RxNorm pr up,20211004,20991231,
21603655,920293,ATC - RxNorm sec up,20200601,20991231,
21603660,920293,ATC - RxNorm sec up,20200601,20991231,
955053,920293,ATC - RxNorm sec up,20240830,20991231,
46234344,920293,RxNorm has ing,20150706,20991231,
46234345,920293,RxNorm has ing,20150706,20991231,
21602174,920293,ATC - RxNorm sec up,20200601,20991231,
21603571,920293,ATC - RxNorm pr up,20200601,20991231,
21605163,920293,ATC - RxNorm pr up,20200601,20991231,
21602948,920293,ATC - RxNorm sec up,20211004,20991231,
21602959,920293,ATC - RxNorm sec up,20211004,20991231,
21602160,920293,ATC - RxNorm sec up,20200601,20991231,
21602161,920293,ATC - RxNorm sec up,20200601,20991231,
21602166,920293,ATC - RxNorm sec up,20200601,20991231,
21605179,920293,ATC - RxNorm sec up,20200601,20991231,
36227038,920293,RxNorm has ing,20160801,20991231,
21602811,920293,ATC - RxNorm sec up,20211004,20991231,
21603652,920293,ATC - RxNorm sec up,20200601,20991231,
21603658,920293,ATC - RxNorm sec up,20200601,20991231,
21603670,920293,ATC - RxNorm sec up,20200601,20991231,
21602171,920293,ATC - RxNorm sec up,20200601,20991231,
21605177,920293,ATC - RxNorm sec up,20200601,20991231,
21605178,920293,ATC - RxNorm sec up,20200601,20991231,
45893503,920293,ATC - RxNorm pr lat,20200601,20991231,
45893503,920293,Maps to,20200601,20991231,
21603653,920293,ATC - RxNorm sec up,20200601,20991231,
920293,920293,Mapped from,19700101,20991231,
920293,920293,Maps to,19700101,20991231,
1308221,46240772,RxNorm - SPL,20150708,20991231,
723042,45644100,Mapped from,19700101,20991231,
723042,45644100,RxNorm - SPL,19700101,20991231,
19075380,45791654,RxNorm - SPL,20150129,20991231,
1797515,45791654,RxNorm - SPL,20150129,20991231,
957136,45700700,RxNorm - SPL,19700101,20991231,
1551192,37254840,RxNorm - SPL,19700101,20991231,
19008572,45701996,Mapped from,19700101,20991231,
19008572,45701996,RxNorm - SPL,19700101,20991231,
19078461,45669314,RxNorm - SPL,19700101,20991231,
1127433,45669314,Mapped from,19700101,20991231,
1127433,45669314,RxNorm - SPL,19700101,20991231,
46234346,2999929,RxNorm - SPL,20220515,20991231,
40228214,44351056,RxNorm - SPL,19700101,20991231,
1308221,45704959,Mapped from,20131007,20991231,
1308221,45704959,RxNorm - SPL,19700101,20991231,
723042,46241851,RxNorm - SPL,20150708,20991231,
36228694,19010292,RxNorm inverse is a,20160801,20991231,
45796455,19010292,SPL - RxNorm,20150129,20991231,
19010292,19010292,Mapped from,19700101,20991231,
19010292,19010292,Maps to,19700101,20991231,
46240795,19010292,SPL - RxNorm,20150708,20991231,
45666642,19010292,SPL - RxNorm,19700101,20991231,
950663,19010292,Has tradename,20050404,20991231,
35604553,19010292,Has quantified form,20160502,20991231,
3048886,3048886,Mapped from,19700101,20991231,
3048886,3048886,Maps to,19700101,20991231,
37071061,3048886,Subsumes,19700101,20991231,
45876033,3048886,Subsumes,19700101,20991231,
3053322,3048886,Contained in panel,19700101,20991231,
3050402,3048886,Contained in panel,19700101,20991231,
19046742,45803119,RxNorm - SPL,20150129,20991231,
4005821,40295754,Is a,20170131,20991231,
40295754,40295754,Mapped from,20170131,20991231,
40295754,40295754,Maps to,20170131,20991231,
4004516,40295754,Is a,20170131,20991231,
4322976,40295754,Subsumes,20170131,20991231,
19020053,46311661,RxNorm - SPL,19700101,20991231,
21602585,21602592,Subsumes,20120815,20991231,
1549786,21602592,RxNorm - ATC sec up,20240830,20991231,
1503184,21602592,RxNorm - ATC sec up,20240830,20991231,
1548195,21602592,RxNorm - ATC sec up,20240830,20991231,
798878,1147589,Version contains,20230208,20991231,
756265,1147589,Version contains,20210925,20991231,
1147589,1147589,Mapped from,20181011,20991231,
1147589,1147589,Maps to,20181011,20991231,
1147542,1147589,Subsumes,20141111,20991231,
4142905,4279139,Is a,20110731,20991231,
