700	Number of persons with at least one drug exposure, by drug_concept_id	drug_concept_id				NA
701	Number of drug exposure records, by drug_concept_id	drug_concept_id				NA
702	Number of persons by drug exposure start month, by drug_concept_id	drug_concept_id	calendar month			NA
703	Number of distinct drug exposure concepts per person					NA
704	Number of persons with at least one drug exposure, by drug_concept_id by calendar year by gender by age decile	drug_concept_id	calendar year	gender_concept_id	age decile	NA
705	Number of drug exposure records, by drug_concept_id by drug_type_concept_id	drug_concept_id	drug_type_concept_id			NA
706	Distribution of age by drug_concept_id	drug_concept_id	gender_concept_id			NA
709	Number of drug exposure records with invalid person_id					NA
710	Number of drug exposure records outside valid observation period					NA
711	Number of drug exposure records with end date < start date					NA
712	Number of drug exposure records with invalid provider_id					NA
713	Number of drug exposure records with invalid visit_id					NA
715	Distribution of days_supply by drug_concept_id	drug_concept_id				NA
716	Distribution of refills by drug_concept_id	drug_concept_id				NA
717	Distribution of quantity by drug_concept_id	drug_concept_id				NA
720	Number of drug exposure records  by drug exposure start month	calendar month				NA
791	Percentage of total persons that have at least x drug exposures	drug_concept_id	drug_person			NA
800	Number of persons with at least one observation occurrence, by observation_concept_id	observation_concept_id				NA
801	Number of observation occurrence records, by observation_concept_id	observation_concept_id				NA
802	Number of persons by observation occurrence start month, by observation_concept_id	observation_concept_id	calendar month			NA
803	Number of distinct observation occurrence concepts per person					NA
804	Number of persons with at least one observation occurrence, by observation_concept_id by calendar year by gender by age decile	observation_concept_id	calendar year	gender_concept_id	age decile	NA
805	Number of observation occurrence records, by observation_concept_id by observation_type_concept_id	observation_concept_id	observation_type_concept_id			NA
806	Distribution of age by observation_concept_id	observation_concept_id	gender_concept_id			NA
807	Number of observation occurrence records, by observation_concept_id and unit_concept_id	observation_concept_id	unit_concept_id			NA
809	Number of observation records with invalid person_id					NA
810	Number of observation records outside valid observation period					NA
812	Number of observation records with invalid provider_id					NA
813	Number of observation records with invalid visit_id					NA
814	Number of observation records with no value (numeric, string, or concept)					NA
815	Distribution of numeric values, by observation_concept_id and unit_concept_id					NA
820	Number of observation records  by observation start month	calendar month				NA
822	Number of observation records, by observation_concept_id and value_as_concept_id	observation_concept_id	value_as_concept_id			NA
823	Number of observation records, by observation_concept_id and qualifier_concept_id	observation_concept_id	qualifier_concept_id			NA
891	Percentage of total persons that have at least x observations	observation_concept_id	observation_person			NA
900	Number of persons with at least one drug era, by drug_concept_id	drug_concept_id				NA
901	Number of drug era records, by drug_concept_id	drug_concept_id				NA
902	Number of persons by drug era start month, by drug_concept_id	drug_concept_id	calendar month			NA
903	Number of distinct drug era concepts per person					NA
904	Number of persons with at least one drug era, by drug_concept_id by calendar year by gender by age decile	drug_concept_id	calendar year	gender_concept_id	age decile	NA
906	Distribution of age by drug_concept_id	drug_concept_id	gender_concept_id			NA
907	Distribution of drug era length, by drug_concept_id	drug_concept_id				NA
908	Number of drug eras without valid person					NA
909	Number of drug eras outside valid observation period					NA
910	Number of drug eras with end date < start date					NA
920	Number of drug era records  by drug era start month	calendar month				NA
1000	Number of persons with at least one condition era, by condition_concept_id	condition_concept_id				NA
1001	Number of condition era records, by condition_concept_id	condition_concept_id				NA
1002	Number of persons by condition era start month, by condition_concept_id	condition_concept_id	calendar month			NA
1003	Number of distinct condition era concepts per person					NA
1004	Number of persons with at least one condition era, by condition_concept_id by calendar year by gender by age decile	condition_concept_id	calendar year	gender_concept_id	age decile	NA
1006	Distribution of age by condition_concept_id	condition_concept_id	gender_concept_id			NA
1007	Distribution of condition era length, by condition_concept_id	condition_concept_id				NA
1008	Number of condition eras without valid person					NA
1009	Number of condition eras outside valid observation period					NA
1010	Number of condition eras with end date < start date					NA
1020	Number of condition era records by condition era start month	calendar month				NA
1100	Number of persons by location 3-digit zip	3-digit zip				NA
1101	Number of persons by location state	state				NA
1102	Number of care sites by location 3-digit zip	3-digit zip				NA
1103	Number of care sites by location state	state				NA
1200	Number of persons by place of service	place_of_service_concept_id				NA
1201	Number of visits by place of service	place_of_service_concept_id				NA
1202	Number of care sites by place of service	place_of_service_concept_id				NA
1406	Length of payer plan (days) of first payer plan period by gender	gender_concept_id				NA
1407	Length of payer plan (days) of first payer plan period by age decile	age_decile				NA
1408	Number of persons by length of payer plan period, in 30d increments	payer plan period length 30d increments				NA
1409	Number of persons with continuous payer plan in each year	calendar year				NA
1410	Number of persons with continuous payer plan in each month	calendar month				NA
1411	Number of persons by payer plan period start month	calendar month				NA
1412	Number of persons by payer plan period end month	calendar month				NA
1413	Number of persons by number of payer plan periods	number of payer plan periods				NA
1414	Number of persons with payer plan period before year-of-birth					NA
1415	Number of persons with payer plan period end < payer plan period start					NA
1700	Number of records by cohort_concept_id	cohort_concept_id				NA
1701	Number of records with cohort end date < cohort start date					NA
1800	Number of persons with at least one measurement occurrence, by measurement_concept_id	measurement_concept_id				NA
1801	Number of measurement occurrence records, by measurement_concept_id	measurement_concept_id				NA
1802	Number of persons by measurement occurrence start month, by measurement_concept_id	measurement_concept_id	calendar month			NA
1803	Number of distinct mesurement occurrence concepts per person					NA
1804	Number of persons with at least one mesurement  occurrence, by measurement_concept_id by calendar year by gender by age decile	measurement_concept_id	calendar year	gender_concept_id	age decile	NA
1805	Number of measurement occurrence records, by measurement_concept_id by measurement_type_concept_id	measurement_concept_id	measurement_type_concept_id			NA
1806	Distribution of age by measurement_concept_id	measurement_concept_id	gender_concept_id			NA
1807	Number of measurement occurrence records, by measurement_concept_id and unit_concept_id	measurement_concept_id	unit_concept_id			NA
1809	Number of measurement records with invalid person_id					NA
1810	Number of measurement records outside valid observation period					NA
1812	Number of measurement records with invalid provider_id					NA
1813	Number of measurement records with invalid visit_id					NA
1814	Number of measurement records with no value (numeric, string, or concept)					NA
1815	Distribution of numeric values, by measurement_concept_id and unit_concept_id					NA
1816	Distribution of low range, by measurement_concept_id and unit_concept_id					NA
1817	Distribution of high range, by measurement_concept_id and unit_concept_id					NA
1818	Number of measurement records below/within/above normal range, by measurement_concept_id and unit_concept_id					NA
1820	Number of measurement records  by measurement start month	calendar month				NA
1821	Number of measurement records with no numeric value					NA
1822	Number of measurement records, by measurement_concept_id and value_as_concept_id	measurement_concept_id	value_as_concept_id			NA
1823	Number of measurement records, by measurement_concept_id and operator_concept_id	measurement_concept_id	operator_concept_id			NA
1891	Percentage of total persons that have at least x measurements	measurement_concept_id	measurement_person			NA
1900	Source values mapped to concept_id 0 by table, by source_value	table_name	source_value			NA
2000	Number of patients with at least 1 Dx and 1 Rx					NA
2001	Number of patients with at least 1 Dx and 1 Proc					NA
2002	Number of patients with at least 1 Meas, 1 Dx and 1 Rx					NA
2003	Number of patients with at least 1 Visit					NA
2100	Number of persons with at least one device exposure, by device_concept_id	device_concept_id				NA
2101	Number of device exposure records, by device_concept_id	device_concept_id				NA
2102	Number of persons by device records  start month, by device_concept_id	device_concept_id	calendar month			NA
2104	Number of persons with at least one device exposure, by device_concept_id by calendar year by gender by age decile	device_concept_id	calendar year	gender_concept_id	age decile	NA
2105	Number of device exposure records, by device_concept_id by device_type_concept_id	device_concept_id	device_type_concept_id			NA
2200	Number of persons with at least one note by  note_type_concept_id	note_type_concept_id				NA
2201	Number of note records, by note_type_concept_id	note_type_concept_id				NA
